ra,dec
3.9338888888888888,-4.432777777777778
3.9338888888888888,-4.421319444444444
3.9338888888888888,-4.409861111111111
3.9338888888888888,-4.398402777777778
3.9338888888888888,-4.3869444444444445
3.9338888888888888,-4.375486111111111
3.9338888888888888,-4.364027777777777
3.9338888888888888,-4.352569444444445
3.9338888888888888,-4.341111111111111
3.9338888888888888,-4.329652777777778
3.9338888888888888,-4.318194444444444
3.9338888888888888,-4.306736111111111
3.9338888888888888,-4.295277777777778
3.9338888888888888,-4.283819444444444
3.9338888888888888,-4.2723611111111115
3.9338888888888888,-4.260902777777778
3.9338888888888888,-4.249444444444444
3.9338888888888888,-4.237986111111111
3.9338888888888888,-4.226527777777778
3.9338888888888888,-4.2150694444444445
3.9338888888888888,-4.203611111111111
3.9338888888888888,-4.192152777777777
3.9338888888888888,-4.180694444444445
3.9338888888888888,-4.169236111111111
3.9338888888888888,-4.157777777777778
3.9338888888888888,-4.146319444444444
3.9338888888888888,-4.134861111111111
3.9338888888888888,-4.123402777777778
3.9338888888888888,-4.111944444444444
3.9338888888888888,-4.1004861111111115
3.9338888888888888,-4.089027777777778
3.9338888888888888,-4.077569444444444
3.9338888888888888,-4.066111111111111
3.9338888888888888,-4.054652777777778
3.9338888888888888,-4.0431944444444445
3.9338888888888888,-4.031736111111111
3.9338888888888888,-4.020277777777777
3.9338888888888888,-4.008819444444445
3.9453472222222223,-4.994236111111111
3.9453472222222223,-4.982777777777778
3.9453472222222223,-4.971319444444444
3.9453472222222223,-4.9598611111111115
3.9453472222222223,-4.948402777777778
3.9453472222222223,-4.936944444444444
3.9453472222222223,-4.925486111111111
3.9453472222222223,-4.914027777777778
3.9453472222222223,-4.9025694444444445
3.9453472222222223,-4.891111111111111
3.9453472222222223,-4.879652777777777
3.9453472222222223,-4.868194444444445
3.9453472222222223,-4.856736111111111
3.9453472222222223,-4.845277777777778
3.9453472222222223,-4.833819444444444
3.9453472222222223,-4.822361111111111
3.9453472222222223,-4.810902777777778
3.9453472222222223,-4.799444444444444
3.9453472222222223,-4.7879861111111115
3.9453472222222223,-4.776527777777778
3.9453472222222223,-4.765069444444444
3.9453472222222223,-4.753611111111111
3.9453472222222223,-4.742152777777778
3.9453472222222223,-4.7306944444444445
3.9453472222222223,-4.719236111111111
3.9453472222222223,-4.707777777777777
3.9453472222222223,-4.696319444444445
3.9453472222222223,-4.684861111111111
3.9453472222222223,-4.673402777777778
3.9453472222222223,-4.661944444444444
3.9453472222222223,-4.650486111111111
3.9453472222222223,-4.639027777777778
3.9453472222222223,-4.627569444444444
3.9453472222222223,-4.6161111111111115
3.9453472222222223,-4.604652777777778
3.9453472222222223,-4.593194444444444
3.9453472222222223,-4.581736111111111
3.9453472222222223,-4.570277777777778
3.9453472222222223,-4.5588194444444445
3.9453472222222223,-4.547361111111111
3.9453472222222223,-4.535902777777777
3.9453472222222223,-4.524444444444445
3.9453472222222223,-4.512986111111111
3.9453472222222223,-4.501527777777778
3.9453472222222223,-4.490069444444444
3.9453472222222223,-4.478611111111111
3.9453472222222223,-4.467152777777778
3.9453472222222223,-4.455694444444444
3.9453472222222223,-4.4442361111111115
3.9453472222222223,-4.432777777777778
3.9453472222222223,-4.421319444444444
3.9453472222222223,-4.409861111111111
3.9453472222222223,-4.398402777777778
3.9453472222222223,-4.3869444444444445
3.9453472222222223,-4.375486111111111
3.9453472222222223,-4.364027777777777
3.9453472222222223,-4.352569444444445
3.9453472222222223,-4.341111111111111
3.9453472222222223,-4.329652777777778
3.9453472222222223,-4.318194444444444
3.9453472222222223,-4.306736111111111
3.9453472222222223,-4.295277777777778
3.9453472222222223,-4.283819444444444
3.9453472222222223,-4.2723611111111115
3.9453472222222223,-4.260902777777778
3.9453472222222223,-4.249444444444444
3.9453472222222223,-4.237986111111111
3.9453472222222223,-4.226527777777778
3.9453472222222223,-4.2150694444444445
3.9453472222222223,-4.203611111111111
3.9453472222222223,-4.192152777777777
3.9453472222222223,-4.180694444444445
3.9453472222222223,-4.169236111111111
3.9453472222222223,-4.157777777777778
3.9453472222222223,-4.146319444444444
3.9453472222222223,-4.134861111111111
3.9453472222222223,-4.123402777777778
3.9453472222222223,-4.111944444444444
3.9453472222222223,-4.1004861111111115
3.9453472222222223,-4.089027777777778
3.9453472222222223,-4.077569444444444
3.9453472222222223,-4.066111111111111
3.9453472222222223,-4.054652777777778
3.9453472222222223,-4.0431944444444445
3.9453472222222223,-4.031736111111111
3.9453472222222223,-4.020277777777777
3.9453472222222223,-4.008819444444445
3.9568055555555555,-4.994236111111111
3.9568055555555555,-4.982777777777778
3.9568055555555555,-4.971319444444444
3.9568055555555555,-4.9598611111111115
3.9568055555555555,-4.948402777777778
3.9568055555555555,-4.936944444444444
3.9568055555555555,-4.925486111111111
3.9568055555555555,-4.914027777777778
3.9568055555555555,-4.9025694444444445
3.9568055555555555,-4.891111111111111
3.9568055555555555,-4.879652777777777
3.9568055555555555,-4.868194444444445
3.9568055555555555,-4.856736111111111
3.9568055555555555,-4.845277777777778
3.9568055555555555,-4.833819444444444
3.9568055555555555,-4.822361111111111
3.9568055555555555,-4.810902777777778
3.9568055555555555,-4.799444444444444
3.9568055555555555,-4.7879861111111115
3.9568055555555555,-4.776527777777778
3.9568055555555555,-4.765069444444444
3.9568055555555555,-4.753611111111111
3.9568055555555555,-4.742152777777778
3.9568055555555555,-4.7306944444444445
3.9568055555555555,-4.719236111111111
3.9568055555555555,-4.707777777777777
3.9568055555555555,-4.696319444444445
3.9568055555555555,-4.684861111111111
3.9568055555555555,-4.673402777777778
3.9568055555555555,-4.661944444444444
3.9568055555555555,-4.650486111111111
3.9568055555555555,-4.639027777777778
3.9568055555555555,-4.627569444444444
3.9568055555555555,-4.6161111111111115
3.9568055555555555,-4.604652777777778
3.9568055555555555,-4.593194444444444
3.9568055555555555,-4.581736111111111
3.9568055555555555,-4.570277777777778
3.9568055555555555,-4.5588194444444445
3.9568055555555555,-4.547361111111111
3.9568055555555555,-4.535902777777777
3.9568055555555555,-4.524444444444445
3.9568055555555555,-4.512986111111111
3.9568055555555555,-4.501527777777778
3.9568055555555555,-4.490069444444444
3.9568055555555555,-4.478611111111111
3.9568055555555555,-4.467152777777778
3.9568055555555555,-4.455694444444444
3.9568055555555555,-4.4442361111111115
3.9568055555555555,-4.432777777777778
3.9568055555555555,-4.421319444444444
3.9568055555555555,-4.409861111111111
3.9568055555555555,-4.398402777777778
3.9568055555555555,-4.3869444444444445
3.9568055555555555,-4.375486111111111
3.9568055555555555,-4.364027777777777
3.9568055555555555,-4.352569444444445
3.9568055555555555,-4.341111111111111
3.9568055555555555,-4.329652777777778
3.9568055555555555,-4.318194444444444
3.9568055555555555,-4.306736111111111
3.9568055555555555,-4.295277777777778
3.9568055555555555,-4.283819444444444
3.9568055555555555,-4.2723611111111115
3.9568055555555555,-4.260902777777778
3.9568055555555555,-4.249444444444444
3.9568055555555555,-4.237986111111111
3.9568055555555555,-4.226527777777778
3.9568055555555555,-4.2150694444444445
3.9568055555555555,-4.203611111111111
3.9568055555555555,-4.192152777777777
3.9568055555555555,-4.180694444444445
3.9568055555555555,-4.169236111111111
3.9568055555555555,-4.157777777777778
3.9568055555555555,-4.146319444444444
3.9568055555555555,-4.134861111111111
3.9568055555555555,-4.123402777777778
3.9568055555555555,-4.111944444444444
3.9568055555555555,-4.1004861111111115
3.9568055555555555,-4.089027777777778
3.9568055555555555,-4.077569444444444
3.9568055555555555,-4.066111111111111
3.9568055555555555,-4.054652777777778
3.9568055555555555,-4.0431944444444445
3.9568055555555555,-4.031736111111111
3.9568055555555555,-4.020277777777777
3.9568055555555555,-4.008819444444445
